순위,광역시/도,시/군/구,관광지명,중분류 카테고리,소분류 카테고리,검색건수
1378,서울특별시,종로구,대림미술관,문화관광,전시시설,1640
1379,서울특별시,서대문구,서대문구립인조잔디구장,문화관광,레저스포츠시설,1639
1380,서울특별시,마포구,미래한강본부난지안내센터,기타관광,기타관광,1628
1380,서울특별시,용산구,더줌아트센터,문화관광,기타문화관광지,1628
1382,서울특별시,강남구,건설기술교육원강남분원,체험관광,체험관광기타,1627
1383,서울특별시,영등포구,KBS아트홀,문화관광,공연시설,1625
1383,서울특별시,노원구,초안산도자기체험장,문화관광,기타문화관광지,1625
1385,서울특별시,성북구,돈암동아리랑고개,자연관광,자연경관(산),1624
1386,서울특별시,용산구,이촌종합시장,쇼핑,시장,1622
1387,서울특별시,강동구,서울시민대학동남권캠퍼스,체험관광,체험관광기타,1621
1389,서울특별시,송파구,엑스퍼트컨설팅,체험관광,체험관광기타,1617
1390,서울특별시,강남구,키즈플래닛,문화관광,테마공원,1616
1390,서울특별시,종로구,동십자각,역사관광,역사유적지,1616
1392,서울특별시,동대문구,동부시장,쇼핑,시장,1614
1393,서울특별시,은평구,큐리키즈카페은평뉴타운점,문화관광,테마공원,1611
1393,서울특별시,송파구,플레이랩송파점,문화관광,테마공원,1611
1395,서울특별시,은평구,서울혁신파크(폐쇄),문화관광,기타문화관광지,1608
1396,서울특별시,종로구,삼청공원,문화관광,도시공원,1602
1397,서울특별시,용산구,크라운해태키즈뮤지엄,문화관광,테마공원,1601
1398,서울특별시,구로구,송해아트홀,문화관광,공연시설,1599
1399,서울특별시,강남구,청담평생학습관,체험관광,체험관광기타,1595
1400,서울특별시,서대문구,연서어린이공원,문화관광,도시공원,1591
1401,서울특별시,종로구,금선사,역사관광,종교성지,1590
1401,서울특별시,서대문구,북아현아트홀,문화관광,공연시설,1590
1403,서울특별시,강남구,실험누리과학관,문화관광,전시시설,1589
1404,서울특별시,금천구,키주파크금천독산점,문화관광,테마공원,1587
1405,서울특별시,종로구,법련사,역사관광,종교성지,1586
1405,서울특별시,동작구,보라매공원인조잔디구장,문화관광,레저스포츠시설,1586
1407,서울특별시,영등포구,신풍시장,쇼핑,시장,1584
1408,서울특별시,강남구,이네오스 그레나디어 서울,문화관광,전시시설,1582
1409,서울특별시,금천구,플랩스타디움가산디지털엠파이어,레저스포츠,기타레저스포츠,1581
1409,서울특별시,성동구,성동AI미래기술체험센터,체험관광,체험관광기타,1581
1411,서울특별시,동대문구,한솔동의보감,쇼핑,쇼핑몰,1580
1412,서울특별시,성북구,성북구립미술관,문화관광,전시시설,1578
1413,서울특별시,성북구,우리옛돌박물관,문화관광,전시시설,1577
1414,서울특별시,성동구,응봉산암벽공원,문화관광,도시공원,1575
1415,서울특별시,중구,농업박물관,문화관광,전시시설,1574
1416,서울특별시,중구,청계8가,기타관광,기타관광,1573
1417,서울특별시,강북구,서울효정학교,체험관광,체험관광기타,1571
1418,서울특별시,용산구,김세중미술관,문화관광,전시시설,1570
1419,서울특별시,서초구,서초구 방배동 남태령전원마을,역사관광,역사유적지,1569
1420,서울특별시,노원구,노원어린이극장,문화관광,공연시설,1567
1421,서울특별시,송파구,서울책보고,문화관광,기타문화관광지,1562
1422,서울특별시,동대문구,렛츠런CCC동대문지점,문화관광,기타문화관광지,1561
1423,서울특별시,동대문구,클럽롤러힐,레저스포츠,육상레저스포츠,1559
1424,서울특별시,광진구,아차산어울림정원,문화관광,도시공원,1552
1426,서울특별시,마포구,더클라임연남점,레저스포츠,기타레저스포츠,1551
1427,서울특별시,서초구,S&C피지컬센터,레저스포츠,기타레저스포츠,1547
1427,서울특별시,강남구,세곡어린이실내놀이터,문화관광,테마공원,1547
1429,서울특별시,영등포구,영등포 파크골프장,레저스포츠,육상레저스포츠,1546
1430,서울특별시,성동구,FB시어터,문화관광,공연시설,1545
1431,서울특별시,동대문구,이경시장,쇼핑,시장,1537
1432,서울특별시,노원구,학도암,역사관광,종교성지,1532
1433,서울특별시,중구,국립정동극장세실,문화관광,공연시설,1531
1434,서울특별시,종로구,신설동종합시장,쇼핑,시장,1527
1435,서울특별시,서대문구,헬로방방남가좌충암점,문화관광,테마공원,1521
1436,서울특별시,도봉구,아크풋살스타디움,레저스포츠,기타레저스포츠,1520
1437,서울특별시,강남구,논현동가구거리,쇼핑,기타쇼핑시설,1518
1438,서울특별시,동대문구,몽키즈클라이밍답십리점,레저스포츠,기타레저스포츠,1513
1439,서울특별시,서대문구,아이스스퀘어,레저스포츠,육상레저스포츠,1510
1439,서울특별시,종로구,푸투라서울휴업중,문화관광,전시시설,1510
1441,서울특별시,종로구,휘겸재,역사관광,역사유적지,1504
1442,서울특별시,성북구,예향재,문화관광,기타문화관광지,1502
1443,서울특별시,송파구,로꼬풋살스타디움잠실점,레저스포츠,기타레저스포츠,1501
1444,서울특별시,동작구,보라매시민안전체험관,문화관광,기타문화관광지,1498
1445,서울특별시,강서구,서남물재생센터축구장,문화관광,레저스포츠시설,1496
1446,서울특별시,도봉구,서울형키즈카페도봉구창3동점,문화관광,테마공원,1495
1447,서울특별시,종로구,JCC아트센터,문화관광,기타문화관광지,1494
1448,서울특별시,양천구,계남근린공원,문화관광,도시공원,1486
1449,서울특별시,용산구,이태원앤틱가구거리,쇼핑,기타쇼핑시설,1484
1450,서울특별시,서대문구,예스24원더로크홀,문화관광,공연시설,1478
1451,서울특별시,광진구,정말공원,문화관광,도시공원,1477
1451,서울특별시,노원구,수락산당고개지구공원,문화관광,도시공원,1477
1454,서울특별시,양천구,헬로방방목동점,문화관광,테마공원,1476
1454,서울특별시,서초구,국립예술단체공연연습장,문화관광,공연시설,1476
1456,서울특별시,강서구,에이트랙,레저스포츠,기타레저스포츠,1474
1457,서울특별시,노원구,금호프라자,쇼핑,쇼핑몰,1471
1458,서울특별시,동대문구,법화정사,역사관광,종교성지,1469
1458,서울특별시,양천구,용왕산근린공원,문화관광,도시공원,1469
1460,서울특별시,노원구,아이스맥스,레저스포츠,기타레저스포츠,1468
1461,서울특별시,서초구,브라움홀,문화관광,공연시설,1462
1462,서울특별시,강남구,크로스핏페인스톰,레저스포츠,기타레저스포츠,1461
1462,서울특별시,서초구,홍명보어린이축구교실서초센터,레저스포츠,기타레저스포츠,1461
1464,서울특별시,송파구,잠실파크골프장,레저스포츠,육상레저스포츠,1460
1465,서울특별시,강북구,백년시장,쇼핑,시장,1458
1466,서울특별시,마포구,서울특별시교육청마포평생학습관아현분관,체험관광,체험관광기타,1456
1467,서울특별시,도봉구,루다풋살장,레저스포츠,기타레저스포츠,1454
1468,서울특별시,종로구,한예극장,문화관광,공연시설,1453
1469,서울특별시,관악구,삼모아트센터,문화관광,공연시설,1452
1470,서울특별시,도봉구,헬로애니멀,문화관광,테마공원,1450
1471,서울특별시,영등포구,조광시장,쇼핑,시장,1442
1471,서울특별시,마포구,와우근린공원,문화관광,도시공원,1442
1473,서울특별시,중랑구,장미제일시장,쇼핑,시장,1441
1474,서울특별시,마포구,홍대난타극장,문화관광,공연시설,1436
1474,서울특별시,양천구,목동MJ키즈어린이수영장,문화관광,테마공원,1436
1476,서울특별시,서초구,예술의전당IBK챔버홀,문화관광,공연시설,1435
1477,서울특별시,강남구,4233마음센터압구정점,문화관광,전시시설,1434
1478,서울특별시,성동구,스파크플러스성수2호점,문화관광,기타문화관광지,1433
1480,서울특별시,서대문구,신기한놀이터떼굴떼굴,문화관광,도시공원,1429
1480,서울특별시,강서구,개화사,역사관광,종교성지,1429
1482,서울특별시,서초구,슈필렌하우스,문화관광,공연시설,1428
1483,서울특별시,강남구,경운박물관,문화관광,전시시설,1427
1484,서울특별시,송파구,개미동산,문화관광,도시공원,1426
1485,서울특별시,중구,커뮤니티하우스마실,문화관광,기타문화관광지,1425
1485,서울특별시,강동구,광나루자전거공원,문화관광,도시공원,1425
1487,서울특별시,종로구,가나인사아트센터,문화관광,전시시설,1423
1488,서울특별시,광진구,뚝섬한강공원뚝섬안내센터,기타관광,기타관광,1422
1490,서울특별시,관악구,해태어린이공원,문화관광,도시공원,1421
1491,서울특별시,종로구,인사동문화의거리,쇼핑,기타쇼핑시설,1417
1491,서울특별시,강남구,세곡커뮤니티센터,문화관광,기타문화관광지,1417
1493,서울특별시,관악구,관악문화예절원,체험관광,체험관광기타,1411
1493,서울특별시,강남구,강남구 자곡동 교수마을,역사관광,역사유적지,1411
1495,서울특별시,서초구,아이콕스SWIM&RINK,레저스포츠,기타레저스포츠,1404
1495,서울특별시,노원구,노원염광운동장,문화관광,레저스포츠시설,1404
1497,서울특별시,구로구,원각사,역사관광,종교성지,1403
1498,서울특별시,강북구,수유재래시장,쇼핑,시장,1401
1499,서울특별시,종로구,황학정,레저스포츠,육상레저스포츠,1400
1500,서울특별시,강북구,삼성암,역사관광,종교성지,1397
1501,서울특별시,용산구,용산공예관,문화관광,기타문화관광지,1396
1502,서울특별시,강남구,단비교육,체험관광,체험관광기타,1394
1503,서울특별시,동대문구,전곡마을마당공원,문화관광,도시공원,1393
1504,서울특별시,강북구,북한산,자연관광,자연경관(산),1389
1506,서울특별시,성동구,더서울라이티움,문화관광,전시시설,1388
1507,서울특별시,종로구,세종대왕동상,기타관광,기타관광,1384
1508,서울특별시,종로구,선바위,역사관광,역사유적지,1382
1508,서울특별시,송파구,아이스제이,레저스포츠,육상레저스포츠,1382
1510,서울특별시,중구,유관순기념관,문화관광,전시시설,1381
1511,서울특별시,금천구,구룡공원,문화관광,도시공원,1376
1512,서울특별시,마포구,렛민턴,레저스포츠,기타레저스포츠,1369
1513,서울특별시,강서구,강서구민회관우장홀,문화관광,공연시설,1367
1514,서울특별시,강서구,송도아트홀,문화관광,공연시설,1366
1515,서울특별시,마포구,서울수상레포츠센터,레저스포츠,수상레저스포츠,1362
1516,서울특별시,광진구,한아름쇼핑센터,쇼핑,쇼핑몰,1361
1518,서울특별시,종로구,토탈미술관,문화관광,전시시설,1359
1519,서울특별시,마포구,어깨동무스토리움,문화관광,기타문화관광지,1358
1520,서울특별시,송파구,석촌호수아뜰리에,문화관광,공연시설,1353
1521,서울특별시,성북구,경국사,역사관광,종교성지,1351
1522,서울특별시,성동구,살곶이물놀이장,문화관광,테마공원,1348
1523,서울특별시,은평구,흥창사,역사관광,종교성지,1346
1523,서울특별시,강남구,일원장미공원,문화관광,도시공원,1346
1525,서울특별시,중구,동대문디자인플라자뮤지엄,문화관광,전시시설,1345
1526,서울특별시,노원구,피노파밀리아,문화관광,기타문화관광지,1339
1527,서울특별시,종로구,쁘띠몽드경희궁자이점,문화관광,테마공원,1338
1528,서울특별시,강남구,개포4복합문화센터,문화관광,기타문화관광지,1334
1528,서울특별시,광진구,한강수상법당,역사관광,종교성지,1334
1528,서울특별시,송파구,플코짐,레저스포츠,기타레저스포츠,1334
1532,서울특별시,영등포구,서울형키즈카페영등포구대림2동점,문화관광,테마공원,1333
1533,서울특별시,동작구,서울국제정원박람회,문화관광,기타문화관광지,1330
1534,서울특별시,양천구,안양천벚꽃길,기타관광,기타관광,1328
1535,서울특별시,서대문구,담장신촌점,레저스포츠,기타레저스포츠,1327
1536,서울특별시,강서구,이재규스포츠재활센터,레저스포츠,기타레저스포츠,1324
1537,서울특별시,마포구,라비헤어홍대본점,레저스포츠,기타레저스포츠,1320
1537,서울특별시,성동구,서울온라인학교,체험관광,체험관광기타,1320
1540,서울특별시,중구,새빛시장,쇼핑,시장,1317
1541,서울특별시,구로구,슈니트클럽,레저스포츠,기타레저스포츠,1312
1541,서울특별시,관악구,보명사,역사관광,종교성지,1312
1543,서울특별시,성북구,꿈빛극장,문화관광,공연시설,1311
1544,서울특별시,노원구,육군사관학교축구장,문화관광,레저스포츠시설,1307
1545,서울특별시,은평구,사비나미술관,문화관광,전시시설,1305
1546,서울특별시,성북구,롤퀸롤러장,레저스포츠,육상레저스포츠,1301
1547,서울특별시,중구,동화시장,쇼핑,시장,1299
1548,서울특별시,서초구,스타풋살장,레저스포츠,기타레저스포츠,1297
1549,서울특별시,노원구,더숲,문화관광,기타문화관광지,1296
1549,서울특별시,중랑구,렛츠런CCC중랑지점,레저스포츠,육상레저스포츠,1296
1549,서울특별시,성동구,성수근린공원,문화관광,도시공원,1296
1552,서울특별시,종로구,예스24아트원,문화관광,공연시설,1294
1553,서울특별시,종로구,라온아트홀,문화관광,공연시설,1293
1554,서울특별시,양천구,양천도시농업공원,문화관광,도시공원,1292
1554,서울특별시,강서구,어댑핏스튜디오재활운동센터서울점,레저스포츠,기타레저스포츠,1292
1556,서울특별시,강남구,하바스MMA,레저스포츠,기타레저스포츠,1288
1557,서울특별시,성북구,약수암,역사관광,종교성지,1285
1558,서울특별시,동대문구,더오페라,문화관광,기타문화관광지,1280
1559,서울특별시,성동구,기아언플러그드그라운드,문화관광,전시시설,1274
1560,서울특별시,강남구,국제아트홀,문화관광,공연시설,1273
1561,서울특별시,서초구,양재천수영장,문화관광,테마공원,1272
1562,서울특별시,강남구,방죽소공원,문화관광,도시공원,1270
1563,서울특별시,도봉구,무수골계곡,자연관광,자연경관(산),1269
1563,서울특별시,강남구,일원평생학습센터,체험관광,체험관광기타,1269
1565,서울특별시,구로구,리틀베프항동점,문화관광,테마공원,1266
1566,서울특별시,성북구,탑주심인당,역사관광,종교성지,1265
1567,서울특별시,서초구,서초탁구교실,레저스포츠,기타레저스포츠,1263
1568,서울특별시,광진구,서울형키즈카페자양4동점,문화관광,테마공원,1261
1570,서울특별시,영등포구,신우어린이공원,문화관광,도시공원,1260
1570,서울특별시,강서구,우장산공원,문화관광,도시공원,1260
1570,서울특별시,관악구,쑥고개,자연관광,자연경관(산),1260
1573,서울특별시,관악구,더클라임사당점,레저스포츠,기타레저스포츠,1258
1574,서울특별시,송파구,올팍축구장,문화관광,레저스포츠시설,1254
1574,서울특별시,영등포구,로프라운지,레저스포츠,기타레저스포츠,1254
1576,서울특별시,관악구,강감찬텃밭,체험관광,농/산/어촌체험,1253
1576,서울특별시,도봉구,창동골목시장,쇼핑,시장,1253
1578,서울특별시,서초구,뒷벌어린이공원,문화관광,도시공원,1247
1578,서울특별시,강북구,봉봉키즈강북점,문화관광,테마공원,1247
1580,서울특별시,구로구,아임베이비 베이비카페,문화관광,테마공원,1246
1581,서울특별시,영등포구,꽃그리는아이문래점,문화관광,테마공원,1245
1581,서울특별시,서초구,반포래미안 퍼스티지커뮤니티센터,레저스포츠,기타레저스포츠,1245
1581,서울특별시,서초구,점핑파크서초점,문화관광,테마공원,1245
1584,서울특별시,송파구,서울숲클라이밍잠실점,레저스포츠,기타레저스포츠,1244
1585,서울특별시,송파구,한강버스잠실선착장,기타관광,교통시설,1243
1586,서울특별시,종로구,씨어터쿰,문화관광,공연시설,1242
1587,서울특별시,영등포구,GS홈쇼핑제2사옥,쇼핑,쇼핑몰,1237
1588,서울특별시,서초구,라율아트홀,문화관광,공연시설,1236
1589,서울특별시,동대문구,촬영소고개,자연관광,자연경관(산),1233
1590,서울특별시,서초구,KT우면연구센터축구장,문화관광,레저스포츠시설,1232
1591,서울특별시,강남구,조은숙갤러리,문화관광,전시시설,1231
1592,서울특별시,서초구,소림사원,역사관광,종교성지,1230
1593,서울특별시,영등포구,이예람탁구아카데미,레저스포츠,기타레저스포츠,1229
1594,서울특별시,서초구,유중아트센터,문화관광,공연시설,1227
1595,서울특별시,용산구,페이스갤러리서울,문화관광,전시시설,1226
1596,서울특별시,종로구,플러스씨어터,문화관광,공연시설,1225
1597,서울특별시,용산구,갤러리비선재,문화관광,전시시설,1224
1598,서울특별시,도봉구,서울형키즈카페도봉구쌍문2동점,문화관광,테마공원,1223
1599,서울특별시,노원구,천수주말농장,체험관광,농/산/어촌체험,1221
1600,서울특별시,광진구,우인아트홀,문화관광,공연시설,1220
1600,서울특별시,성동구,대현산배수지공원,문화관광,도시공원,1220
1603,서울특별시,동대문구,마로니에어린이공원,문화관광,도시공원,1218
1604,서울특별시,종로구,세화미술관,문화관광,전시시설,1216
1606,서울특별시,영등포구,YDP곤충체험학습관,문화관광,전시시설,1208
1607,서울특별시,강남구,영동전통시장,쇼핑,시장,1204
1608,서울특별시,중구,서울형키즈카페중구신당동점,문화관광,테마공원,1201
1609,서울특별시,송파구,위례호수공원,문화관광,도시공원,1194
1609,서울특별시,종로구,키미아트,문화관광,전시시설,1194
1611,서울특별시,강서구,강서평생학습관,체험관광,체험관광기타,1192
1612,서울특별시,양천구,모세미어린이공원,문화관광,도시공원,1190
1613,서울특별시,금천구,은행나무,기타관광,기타관광,1189
1614,서울특별시,강남구,현대디에프본사,쇼핑,면세점,1187
1615,서울특별시,중구,남산팔각정,역사관광,역사유적지,1186
1616,서울특별시,금천구,한국SGI금천희망문화회관,역사관광,종교성지,1185
1618,서울특별시,종로구,금호미술관,문화관광,전시시설,1183
1619,서울특별시,도봉구,다락체육공원축구장,문화관광,레저스포츠시설,1182
1619,서울특별시,성동구,응봉축구장,문화관광,레저스포츠시설,1182
1621,서울특별시,종로구,청계천수족관거리,쇼핑,기타쇼핑시설,1178
1622,서울특별시,강북구,윤극영가옥,역사관광,역사유적지,1176
1623,서울특별시,서초구,헌인가구단지,쇼핑,기타쇼핑시설,1171
1624,서울특별시,마포구,한국천주교순교자박물관,문화관광,전시시설,1167
1625,서울특별시,강남구,탄허기념불교박물관,문화관광,전시시설,1165
1626,서울특별시,관악구,롤러팡팡,레저스포츠,육상레저스포츠,1163
1627,서울특별시,서초구,한양캠프,레저스포츠,기타레저스포츠,1161
1628,서울특별시,종로구,인왕사,역사관광,종교성지,1159
1629,서울특별시,도봉구,만성사,역사관광,종교성지,1155
1630,서울특별시,마포구,석불사,역사관광,종교성지,1153
1630,서울특별시,도봉구,도봉산,자연관광,자연경관(산),1153
1632,서울특별시,강서구,이수어린이공원,문화관광,도시공원,1152
1633,서울특별시,관악구,약수사,역사관광,종교성지,1146
1634,서울특별시,서초구,아이스윙,레저스포츠,육상레저스포츠,1144
1635,서울특별시,영등포구,행복한탁구클럽,레저스포츠,기타레저스포츠,1143
1636,서울특별시,마포구,CJ아지트광흥창,문화관광,공연시설,1142
1636,서울특별시,종로구,학고재,문화관광,전시시설,1142
1638,서울특별시,종로구,묘각사,역사관광,종교성지,1141
1639,서울특별시,성동구,트리니엘플레이키즈파티룸,문화관광,테마공원,1140
1640,서울특별시,중구,손상원클라이밍짐을지로점,레저스포츠,기타레저스포츠,1139
1641,서울특별시,노원구,불암산더불어숲,기타관광,기타관광,1137
1642,서울특별시,종로구,아트하우스,문화관광,공연시설,1136
1643,서울특별시,서대문구,드림합주실본점,문화관광,기타문화관광지,1135
1643,서울특별시,송파구,채소시장,쇼핑,시장,1135
1645,서울특별시,송파구,코카뮤직스튜디오,문화관광,공연시설,1133
1646,서울특별시,용산구,오프더월클라이밍,레저스포츠,기타레저스포츠,1132
1647,서울특별시,강서구,아로아로키즈카페,문화관광,테마공원,1131
1648,서울특별시,서대문구,자연사박물관,문화관광,전시시설,1130
1648,서울특별시,강남구,강남탄천파크골프장A코스,레저스포츠,육상레저스포츠,1130
1650,서울특별시,중랑구,옹기테마공원,문화관광,도시공원,1127
1651,서울특별시,동작구,메가박스아트나인,문화관광,공연시설,1126
1652,서울특별시,동작구,서울형키즈카페동작구상도2동점,문화관광,테마공원,1125
1653,서울특별시,서초구,청두어린이공원,문화관광,도시공원,1124
1654,서울특별시,영등포구,여의도한강공원파크골프장,레저스포츠,육상레저스포츠,1121
1655,서울특별시,중구,달오름극장,문화관광,공연시설,1120
1656,서울특별시,중랑구,크로스핏러쉬,레저스포츠,기타레저스포츠,1119
1656,서울특별시,강서구,LG디스커버리랩서울,문화관광,전시시설,1119
1658,서울특별시,서초구,청계주말농장,체험관광,농/산/어촌체험,1117
1658,서울특별시,강남구,신영프라자,쇼핑,쇼핑몰,1117
1660,서울특별시,서초구,전기박물관,문화관광,전시시설,1116
1661,서울특별시,강동구,안말어린이공원,문화관광,도시공원,1115
1662,서울특별시,강서구,꿈돌이공원,문화관광,도시공원,1114
1663,서울특별시,강남구,필라테스더핏,레저스포츠,기타레저스포츠,1113
1664,서울특별시,종로구,북촌창우극장,문화관광,공연시설,1108
1664,서울특별시,강남구,은진농장,체험관광,농/산/어촌체험,1108
1666,서울특별시,서초구,남부종합시장,쇼핑,시장,1107
1666,서울특별시,종로구,지인시어터,문화관광,공연시설,1107
1666,서울특별시,용산구,서부이촌동,기타관광,기타관광,1107
1669,서울특별시,강남구,슈피겐홀,문화관광,공연시설,1106
1669,서울특별시,종로구,칠보사,역사관광,종교성지,1106
1671,서울특별시,서대문구,아트하우스모모,문화관광,공연시설,1104
1672,서울특별시,서초구,방배종합시장,쇼핑,시장,1102
1672,서울특별시,동대문구,어반바스켓볼,레저스포츠,기타레저스포츠,1102
1674,서울특별시,강서구,새싹어린이교통공원,문화관광,도시공원,1101
1675,서울특별시,강남구,CG아트홀,문화관광,공연시설,1099
1676,서울특별시,중구,덕수궁길,문화관광,테마공원,1097
1677,서울특별시,중랑구,서울특별시교육청융합과학교육원동부분원,문화관광,전시시설,1096
1677,서울특별시,강남구,대치평생학습관,체험관광,체험관광기타,1096
1679,서울특별시,송파구,한양공원,문화관광,도시공원,1095
1680,서울특별시,서대문구,한생연3H키움과학관,문화관광,전시시설,1093
1680,서울특별시,중구,장충단공원,문화관광,도시공원,1093
1682,서울특별시,마포구,4233마음센터연남점,문화관광,전시시설,1091
1683,서울특별시,종로구,청계천애완동물거리,쇼핑,기타쇼핑시설,1089
1684,서울특별시,송파구,올림픽공원들꽃마루,문화관광,도시공원,1088
1685,서울특별시,노원구,노원눈썰매장,레저스포츠,육상레저스포츠,1084
1686,서울특별시,동작구,퐁퐁플라워관악센터,문화관광,테마공원,1083
1687,서울특별시,동대문구,한국경제발전전시관,문화관광,전시시설,1081
1688,서울특별시,강남구,강남씨어터,문화관광,공연시설,1078
1689,서울특별시,종로구,종묘,역사관광,역사유적지,1077
1690,서울특별시,송파구,올림픽홀뮤즈라이브,문화관광,공연시설,1076
1690,서울특별시,양천구,신정제일시장,쇼핑,시장,1076
1690,서울특별시,영등포구,문래예술공장,문화관광,기타문화관광지,1076
1693,서울특별시,송파구,짐스아동발달센터송파점,체험관광,체험관광기타,1075
1694,서울특별시,도봉구,키블리,문화관광,테마공원,1074
1694,서울특별시,종로구,동대문종합시장C동,쇼핑,시장,1074
1696,서울특별시,은평구,솔밭농장,체험관광,농/산/어촌체험,1072
1697,서울특별시,동작구,사당시장,쇼핑,시장,1071
1698,서울특별시,도봉구,신동아프라자,쇼핑,쇼핑몰,1070
1699,서울특별시,관악구,관악산계곡,자연관광,자연경관(산),1069
1699,서울특별시,동대문구,김희수아트센터,문화관광,기타문화관광지,1069
1701,서울특별시,서초구,아펠운동센터,레저스포츠,기타레저스포츠,1067
1702,서울특별시,광진구,어린이대공원잔디축구장,문화관광,레저스포츠시설,1066
1704,서울특별시,강서구,황금내근린공원,문화관광,도시공원,1065
1705,서울특별시,도봉구,키즈팡팡쌍문점,문화관광,테마공원,1064
1706,서울특별시,강서구,KAC항공훈련센터,체험관광,체험관광기타,1062
1707,서울특별시,종로구,무궁화동산,문화관광,도시공원,1061
1707,서울특별시,중구,약수시장,쇼핑,시장,1061
1709,서울특별시,영등포구,도림시장,쇼핑,시장,1059
1710,서울특별시,송파구,닷클라이밍짐,레저스포츠,기타레저스포츠,1058
1711,서울특별시,강북구,서울번동창녕위궁재사북서울꿈의숲,역사관광,역사유적지,1057
1712,서울특별시,성동구,클라이밍파크성수점,레저스포츠,기타레저스포츠,1056
1713,서울특별시,종로구,도토리씨어터,문화관광,공연시설,1055
1714,서울특별시,강남구,호림박물관신사분관,문화관광,전시시설,1054
1714,서울특별시,강서구,서울형키즈카페시립화곡점,문화관광,테마공원,1054
1716,서울특별시,강북구,근현대사기념관,문화관광,전시시설,1051
1716,서울특별시,서초구,갤러리루미나리에,문화관광,전시시설,1051
1716,서울특별시,구로구,평화의 소녀상,역사관광,역사유물,1051
1719,서울특별시,용산구,옛국립극단백성희장민호극장,문화관광,공연시설,1048
1719,서울특별시,동대문구,청량사,역사관광,종교성지,1048
1721,서울특별시,동대문구,KOCCA콘텐츠문화광장,문화관광,공연시설,1047
1721,서울특별시,강남구,포이근린공원,문화관광,도시공원,1047
1723,서울특별시,서초구,예술의전당리사이틀홀,문화관광,공연시설,1046
1724,서울특별시,강북구,강북롤러스케이트장,레저스포츠,육상레저스포츠,1044
1724,서울특별시,구로구,서울아트책보고,문화관광,기타문화관광지,1044
1724,서울특별시,중구,고당기념관,문화관광,전시시설,1044
1724,서울특별시,종로구,상명아트홀,문화관광,공연시설,1044
1724,서울특별시,동작구,빙수골마을공원,문화관광,도시공원,1044
1724,서울특별시,동작구,더클라임이수점,레저스포츠,기타레저스포츠,1044
1730,서울특별시,동대문구,봉봉키즈장안점,문화관광,테마공원,1043
1731,서울특별시,노원구,태능국제종합사격장,레저스포츠,기타레저스포츠,1038
1732,서울특별시,송파구,잠실무브풋살파크,레저스포츠,기타레저스포츠,1037
1732,서울특별시,서초구,내아이발달연구소,체험관광,체험관광기타,1037
1734,서울특별시,강남구,아이스탑,레저스포츠,육상레저스포츠,1036
1734,서울특별시,구로구,오류시장,쇼핑,시장,1036
1736,서울특별시,송파구,로라스로라월드,레저스포츠,기타레저스포츠,1035
1737,서울특별시,중구,명동난타극장,문화관광,공연시설,1034
1738,서울특별시,영등포구,원지어린이공원,문화관광,도시공원,1033
1740,서울특별시,용산구,노들섬노들갤러리1관,문화관광,전시시설,1032
1740,서울특별시,용산구,노들섬노들갤러리2관,문화관광,전시시설,1032
1740,서울특별시,강남구,탄천양재천방문자센터,기타관광,기타관광,1032
1743,서울특별시,종로구,세운교,기타관광,기타관광,1031
1744,서울특별시,강동구,암사어린이극장,문화관광,공연시설,1030
1745,서울특별시,성동구,헬로우뮤지움,문화관광,전시시설,1028
1746,서울특별시,도봉구,국립현대미술관창동레지던시,문화관광,전시시설,1027
1747,서울특별시,서초구,반포대교달빛무지개분수,기타관광,기타관광,1026
1748,서울특별시,종로구,대극장,문화관광,공연시설,1025
1749,서울특별시,노원구,숲속모래성,문화관광,테마공원,1024
1750,서울특별시,노원구,철쭉동산,기타관광,기타관광,1021
1750,서울특별시,관악구,마하보리사,역사관광,종교성지,1021
1752,서울특별시,종로구,목인박물관 목석원,문화관광,전시시설,1020
1753,서울특별시,노원구,도안사,역사관광,종교성지,1016
1754,서울특별시,서초구,한생연휴먼탐구과학관,문화관광,전시시설,1015
1754,서울특별시,마포구,솔로땅고,레저스포츠,기타레저스포츠,1015
1756,서울특별시,강동구,야미사아카데미,레저스포츠,기타레저스포츠,1014
1757,서울특별시,영등포구,여의도한강공원녹음수광장,문화관광,도시공원,1013
1758,서울특별시,종로구,김종영미술관,문화관광,전시시설,1012
1759,서울특별시,마포구,헬로방방마포아현점,문화관광,테마공원,1011
1760,서울특별시,강동구,고덕차량사업소야구장,문화관광,레저스포츠시설,1009
1761,서울특별시,강남구,신사상가,쇼핑,시장,1008
1762,서울특별시,강동구,볕우물어린이공원,문화관광,도시공원,1007
1763,서울특별시,마포구,일성여자고등학교,체험관광,체험관광기타,1006
1764,서울특별시,마포구,아이아이연남,문화관광,전시시설,1005
1765,서울특별시,서대문구,라이카시네마,문화관광,공연시설,1003
1766,서울특별시,중구,서울시과학전시관탐구학습관남산분관,문화관광,전시시설,1001
1767,서울특별시,중구,서울도시건축전시관,문화관광,전시시설,1000
1768,서울특별시,도봉구,도봉윈터스노우랜드,레저스포츠,육상레저스포츠,997
1769,서울특별시,광진구,뚝섬한강공원벽천마당,문화관광,도시공원,996
1769,서울특별시,마포구,풋볼팬타지움,문화관광,전시시설,996
1769,서울특별시,마포구,더클라임B홍대점,레저스포츠,기타레저스포츠,996
