순위,광역시/도,시/군/구,관광지명,중분류 카테고리,소분류 카테고리,검색건수
3,서울특별시,영등포구,더현대서울,쇼핑,백화점,874296
5,서울특별시,송파구,가락동농수산물도매시장,쇼핑,시장,715801
6,서울특별시,강남구,코엑스,문화관광,전시시설,692447
7,서울특별시,서초구,신세계백화점강남점,쇼핑,백화점,683835
8,서울특별시,영등포구,타임스퀘어,쇼핑,쇼핑몰,676320
9,서울특별시,용산구,HDC아이파크몰용산점,쇼핑,백화점,654867
11,서울특별시,송파구,롯데월드몰,쇼핑,쇼핑몰,544223
12,서울특별시,동작구,노량진수산시장,쇼핑,시장,511167
14,서울특별시,영등포구,IFC몰,쇼핑,쇼핑몰,428507
15,서울특별시,중구,롯데백화점본점,쇼핑,백화점,388521
16,서울특별시,광진구,동서울종합터미널,기타관광,교통시설,382982
19,서울특별시,양천구,현대백화점목동점,쇼핑,백화점,378709
20,서울특별시,송파구,롯데월드잠실점,문화관광,테마공원,357082
21,서울특별시,강남구,현대백화점무역센터점,쇼핑,백화점,333726
22,서울특별시,강남구,현대백화점압구정본점,쇼핑,백화점,327825
23,서울특별시,송파구,롯데백화점잠실점,쇼핑,백화점,324072
25,서울특별시,용산구,국립중앙박물관,문화관광,전시시설,305795
26,서울특별시,서초구,예술의전당,문화관광,공연시설,301663
27,서울특별시,영등포구,여의도한강공원,문화관광,도시공원,298641
28,서울특별시,송파구,가든파이브라이프,쇼핑,쇼핑몰,285452
30,서울특별시,광진구,어린이대공원,문화관광,테마공원,271028
32,서울특별시,동대문구,롯데백화점청량리점,쇼핑,백화점,260076
33,서울특별시,노원구,롯데백화점노원점,쇼핑,백화점,256760
34,서울특별시,중구,신세계백화점본점디에스테이트,쇼핑,백화점,254167
35,서울특별시,은평구,롯데몰은평점,쇼핑,쇼핑몰,228543
36,서울특별시,송파구,올림픽공원,문화관광,도시공원,223631
37,서울특별시,강동구,현대백화점천호점,쇼핑,백화점,221317
38,서울특별시,서초구,신세계센트럴시티터미널호남선,기타관광,교통시설,214291
39,서울특별시,용산구,CGV용산아이파크몰,문화관광,공연시설,209494
40,서울특별시,강서구,NC백화점강서점,쇼핑,백화점,181629
41,서울특별시,중구,신세계백화점본점더리저브,쇼핑,백화점,179416
42,서울특별시,강서구,강서농산물도매시장,쇼핑,시장,178731
43,서울특별시,서대문구,현대백화점신촌점,쇼핑,백화점,178395
44,서울특별시,성북구,현대백화점미아점,쇼핑,백화점,177658
45,서울특별시,서초구,서울남부터미널,기타관광,교통시설,173892
46,서울특별시,강남구,롯데백화점강남점,쇼핑,백화점,166202
47,서울특별시,서초구,반포한강공원,문화관광,도시공원,165654
48,서울특별시,서초구,헌릉과 인릉,역사관광,역사유적지,164529
49,서울특별시,성동구,서울숲,문화관광,도시공원,161659
50,서울특별시,중구,현대시티아울렛동대문점,쇼핑,쇼핑몰,160087
51,서울특별시,종로구,경복궁,역사관광,역사유적지,144699
52,서울특별시,영등포구,롯데백화점영등포점,쇼핑,백화점,143723
53,서울특별시,금천구,현대시티아울렛가산점,쇼핑,쇼핑몰,142250
54,서울특별시,광진구,뚝섬한강공원,문화관광,도시공원,139998
56,서울특별시,마포구,서울월드컵경기장,문화관광,레저스포츠시설,139329
57,서울특별시,강서구,서울식물원,문화관광,테마공원,138257
58,서울특별시,영등포구,신세계백화점타임스퀘어점,쇼핑,백화점,137202
59,서울특별시,송파구,현대시티아울렛가든파이브점,쇼핑,쇼핑몰,127958
60,서울특별시,종로구,국립현대미술관서울관,문화관광,전시시설,124570
61,서울특별시,종로구,동대문종합시장,쇼핑,시장,120054
62,서울특별시,용산구,전쟁기념관,문화관광,전시시설,119824
63,서울특별시,동대문구,경동시장,쇼핑,시장,118921
64,서울특별시,강남구,갤러리아백화점명품관EAST,쇼핑,백화점,117301
65,서울특별시,구로구,NC백화점신구로점,쇼핑,백화점,111845
66,서울특별시,송파구,가든파이브툴,쇼핑,쇼핑몰,111257
67,서울특별시,송파구,잠실야구장,문화관광,레저스포츠시설,110427
68,서울특별시,강서구,코엑스마곡,문화관광,전시시설,109904
69,서울특별시,송파구,가락몰,쇼핑,시장,108838
70,서울특별시,종로구,팔각정북악스카이,문화관광,랜드마크관광,108590
71,서울특별시,마포구,망원시장,쇼핑,시장,108300
72,서울특별시,서초구,뉴코아아울렛강남점,쇼핑,대형마트,106483
73,서울특별시,강북구,롯데백화점미아점,쇼핑,백화점,105942
74,서울특별시,중구,국립극장,문화관광,공연시설,105134
75,서울특별시,강남구,봉은사,역사관광,종교성지,104640
76,서울특별시,강남구,갤러리아백화점명품관WEST,쇼핑,백화점,103274
77,서울특별시,마포구,망원한강공원,문화관광,도시공원,103223
78,서울특별시,광진구,롯데백화점건대스타시티점,쇼핑,백화점,101706
80,서울특별시,동작구,롯데백화점관악점,쇼핑,백화점,100070
81,서울특별시,구로구,고척스카이돔,문화관광,레저스포츠시설,99532
82,서울특별시,강서구,수협강서수산시장,쇼핑,시장,98156
83,서울특별시,송파구,롯데백화점에비뉴엘월드타워점,쇼핑,백화점,92393
84,서울특별시,은평구,NC백화점불광점,쇼핑,백화점,92126
85,서울특별시,강서구,원그로브,쇼핑,쇼핑몰,90721
86,서울특별시,강남구,잠원한강공원,문화관광,도시공원,88296
87,서울특별시,금천구,마리오아울렛3관,쇼핑,쇼핑몰,88170
88,서울특별시,용산구,YTN서울타워,문화관광,랜드마크관광,87469
89,서울특별시,중구,두산타워,쇼핑,쇼핑몰,86701
90,서울특별시,강북구,북서울꿈의숲,문화관광,도시공원,84895
91,서울특별시,종로구,광장시장,쇼핑,시장,83512
92,서울특별시,마포구,마포농수산물시장,쇼핑,시장,82514
93,서울특별시,강남구,SETEC,문화관광,전시시설,82485
94,서울특별시,금천구,마리오아울렛1관,쇼핑,쇼핑몰,81729
95,서울특별시,송파구,잠실한강공원,문화관광,도시공원,80541
96,서울특별시,마포구,평화의공원,문화관광,도시공원,79579
97,서울특별시,동작구,보라매공원,문화관광,도시공원,79554
98,서울특별시,강남구,SEA LIFE 코엑스아쿠아리움,문화관광,테마공원,78463
99,서울특별시,송파구,가든파이브웍스,쇼핑,쇼핑몰,76392
100,서울특별시,양천구,행복한백화점,쇼핑,백화점,75696
101,서울특별시,송파구,NC백화점송파점,쇼핑,백화점,75467
102,서울특별시,양천구,목동실내아이스링크,레저스포츠,육상레저스포츠,74669
103,서울특별시,송파구,롯데월드아쿠아리움,문화관광,테마공원,72941
105,서울특별시,송파구,가락수산시장,쇼핑,시장,71326
106,서울특별시,노원구,2001아울렛중계점,쇼핑,대형마트,70943
107,서울특별시,구로구,아이파크몰고척점,쇼핑,백화점,70265
108,서울특별시,용산구,블루스퀘어,문화관광,공연시설,69364
109,서울특별시,중구,밀리오레동대문점,쇼핑,쇼핑몰,68334
111,서울특별시,성동구,마장축산물시장,쇼핑,시장,62494
113,서울특별시,용산구,노들섬,자연관광,자연경관(하천/해양),59180
115,서울특별시,강서구,LG아트센터서울,문화관광,공연시설,57375
116,서울특별시,종로구,북악스카이웨이,기타관광,데이트코스,56953
117,서울특별시,중구,남산케이블카,기타관광,기타관광,56070
118,서울특별시,노원구,건영백화점,쇼핑,백화점,55843
119,서울특별시,은평구,진관사,역사관광,종교성지,55649
120,서울특별시,강남구,메가박스코엑스,문화관광,공연시설,55307
121,서울특별시,강서구,인서울27골프클럽,레저스포츠,육상레저스포츠,55286
122,서울특별시,중구,남대문시장,쇼핑,시장,55137
123,서울특별시,종로구,조계사,역사관광,종교성지,51627
124,서울특별시,마포구,하늘공원,문화관광,도시공원,51291
125,서울특별시,서대문구,서대문자연사박물관,문화관광,전시시설,50793
126,서울특별시,서초구,한가람미술관,문화관광,전시시설,48956
127,서울특별시,종로구,광화문,역사관광,역사유적지,48580
128,서울특별시,중구,방산종합시장,쇼핑,시장,47487
129,서울특별시,송파구,샤롯데씨어터,문화관광,공연시설,47483
130,서울특별시,서초구,예술의전당오페라하우스,문화관광,공연시설,47392
132,서울특별시,송파구,롯데시네마월드타워,문화관광,공연시설,47128
133,서울특별시,마포구,난지한강공원,문화관광,도시공원,45997
134,서울특별시,중구,제일평화시장,쇼핑,시장,45980
135,서울특별시,강서구,국립항공박물관,문화관광,전시시설,45780
136,서울특별시,송파구,롯데콘서트홀,문화관광,공연시설,45750
137,서울특별시,서초구,세빛섬,자연관광,자연경관(하천/해양),45484
138,서울특별시,강북구,4.19기념탑,역사관광,역사유물,45424
139,서울특별시,구로구,현대백화점디큐브시티점,쇼핑,백화점,44962
140,서울특별시,용산구,이촌한강공원,문화관광,도시공원,44186
141,서울특별시,강북구,도선사,역사관광,종교성지,44159
142,서울특별시,중구,충무아트센터,문화관광,공연시설,44085
143,서울특별시,금천구,독산동우시장,쇼핑,시장,42872
144,서울특별시,중구,디오트쇼핑몰,쇼핑,쇼핑몰,41762
145,서울특별시,영등포구,구여의도백화점,쇼핑,쇼핑몰,41438
146,서울특별시,마포구,AK플라자홍대,쇼핑,백화점,41175
147,서울특별시,은평구,북한산성,역사관광,역사유적지,41129
148,서울특별시,서초구,국립국악원예악당,문화관광,공연시설,41108
149,서울특별시,강북구,수유시장,쇼핑,시장,40962
150,서울특별시,송파구,롯데월드어드벤쳐,문화관광,테마공원,40870
152,서울특별시,송파구,송파책박물관,문화관광,전시시설,40651
153,서울특별시,용산구,용산가족공원,문화관광,도시공원,40403
154,서울특별시,성북구,길상사,역사관광,종교성지,39850
155,서울특별시,용산구,리움미술관M1,문화관광,전시시설,39318
156,서울특별시,광진구,서울상상나라,문화관광,전시시설,39297
158,서울특별시,관악구,타임스트림,쇼핑,쇼핑몰,39148
159,서울특별시,용산구,용산전자상가,쇼핑,기타쇼핑시설,39067
160,서울특별시,구로구,고척근린공원,문화관광,도시공원,38453
161,서울특별시,강남구,스타필드코엑스몰,쇼핑,쇼핑몰,37988
163,서울특별시,양천구,대한민국예술인센터,문화관광,기타문화관광지,37411
164,서울특별시,동대문구,청량리청과물시장,쇼핑,시장,37291
165,서울특별시,성북구,고려대아이스링크,레저스포츠,육상레저스포츠,37218
166,서울특별시,송파구,송파근린공원,문화관광,도시공원,37138
167,서울특별시,동작구,성대전통시장,쇼핑,시장,36303
168,서울특별시,영등포구,양화한강공원,문화관광,도시공원,36241
169,서울특별시,노원구,세이브존노원점,쇼핑,대형마트,36055
170,서울특별시,성동구,CGV왕십리,문화관광,공연시설,35890
171,서울특별시,양천구,서서울호수공원,문화관광,도시공원,35740
172,서울특별시,마포구,KT&G상상마당홍대,문화관광,기타문화관광지,35122
173,서울특별시,중구,롯데백화점에비뉴엘본점,쇼핑,백화점,34845
174,서울특별시,중구,DDP패션몰,쇼핑,쇼핑몰,34057
175,서울특별시,강남구,압구정로데오거리,문화관광,테마공원,33948
176,서울특별시,송파구,파크하비오워터킹덤,문화관광,테마공원,33749
177,서울특별시,마포구,난지천공원,문화관광,도시공원,33247
178,서울특별시,성동구,금남시장,쇼핑,시장,33162
179,서울특별시,영등포구,CGV영등포,문화관광,공연시설,33012
180,서울특별시,구로구,푸른수목원,자연관광,자연공원,32625
181,서울특별시,종로구,낙산공원,문화관광,도시공원,32405
182,서울특별시,송파구,우리금융아트홀,문화관광,공연시설,32350
183,서울특별시,성동구,비트플렉스,쇼핑,쇼핑몰,31838
184,서울특별시,강서구,KBS아레나,문화관광,공연시설,31520
185,서울특별시,영등포구,문래근린공원,문화관광,도시공원,31234
186,서울특별시,서초구,반포종합운동장,문화관광,도시공원,30816
187,서울특별시,광진구,스타시티,쇼핑,쇼핑몰,30651
189,서울특별시,중구,신라면세점서울점,쇼핑,면세점,30334
190,서울특별시,노원구,태릉국제스케이트장,레저스포츠,육상레저스포츠,29829
191,서울특별시,동작구,남성사계시장,쇼핑,시장,29825
192,서울특별시,도봉구,신창시장,쇼핑,시장,29700
193,서울특별시,은평구,은평한옥마을,역사관광,역사유적지,29530
194,서울특별시,광진구,어린이회관,문화관광,기타문화관광지,29337
196,서울특별시,영등포구,대신시장,쇼핑,시장,29310
197,서울특별시,강동구,광나루한강공원,문화관광,도시공원,28750
198,서울특별시,광진구,NC이스트폴점,쇼핑,쇼핑몰,28647
200,서울특별시,도봉구,방학동도깨비시장,쇼핑,시장,28402
201,서울특별시,중랑구,우림시장,쇼핑,시장,28258
202,서울특별시,송파구,키자니아서울점,문화관광,테마공원,28138
203,서울특별시,중구,누죤패션몰,쇼핑,쇼핑몰,28115
204,서울특별시,노원구,광운대학교아이스링크,레저스포츠,육상레저스포츠,28016
205,서울특별시,강동구,뉴코아팩토리아울렛천호점,쇼핑,대형마트,27912
206,서울특별시,강동구,강동아트센터,문화관광,공연시설,27898
207,서울특별시,강남구,CGV강남,문화관광,공연시설,27720
208,서울특별시,강남구,광림아트센터BBCH홀,문화관광,공연시설,27686
209,서울특별시,강서구,CGV등촌,문화관광,공연시설,27242
210,서울특별시,송파구,방이시장,쇼핑,시장,27050
211,서울특별시,노원구,화랑대철도공원,문화관광,도시공원,26813
212,서울특별시,강남구,세븐럭강남코엑스점,문화관광,기타문화관광지,26544
213,서울특별시,용산구,백범김구기념관,문화관광,전시시설,26449
214,서울특별시,구로구,가리봉시장,쇼핑,시장,26168
215,서울특별시,영등포구,선유도공원,문화관광,도시공원,26066
216,서울특별시,중랑구,용마폭포공원,문화관광,도시공원,25990
217,서울특별시,송파구,한성백제박물관,문화관광,전시시설,25625
218,서울특별시,중구,SFC몰,쇼핑,쇼핑몰,25588
219,서울특별시,송파구,올림픽홀,문화관광,공연시설,25562
220,서울특별시,성북구,정릉시장,쇼핑,시장,25258
221,서울특별시,강북구,화계사,역사관광,종교성지,25170
222,서울특별시,마포구,노을공원,문화관광,도시공원,24997
223,서울특별시,성북구,삼청각,문화관광,기타문화관광지,24969
224,서울특별시,광진구,롯데시네마건대입구,문화관광,공연시설,24872
226,서울특별시,마포구,메가박스상암월드컵경기장,문화관광,공연시설,24750
227,서울특별시,종로구,청와대,기타관광,기타관광,24717
228,서울특별시,송파구,석촌호수동호,자연관광,자연경관(하천/해양),24550
229,서울특별시,노원구,마들스포츠타운,문화관광,레저스포츠시설,24429
230,서울특별시,은평구,대림시장,쇼핑,시장,24246
231,서울특별시,강남구,신사동가로수길,문화관광,테마공원,24180
232,서울특별시,강서구,볏골공원,문화관광,도시공원,24041
233,서울특별시,양천구,목동깨비시장,쇼핑,시장,24012
234,서울특별시,광진구,뚝섬유원지,문화관광,복합관광시설,23406
236,서울특별시,구로구,CGV구로,문화관광,공연시설,23317
237,서울특별시,강서구,롯데시네마가양,문화관광,공연시설,23301
238,서울특별시,강남구,라움아트센터,문화관광,전시시설,23283
240,서울특별시,서초구,예술의전당콘서트홀,문화관광,공연시설,23123
241,서울특별시,중구,신세계백화점본점더헤리티지,쇼핑,백화점,23111
242,서울특별시,강남구,선정릉,역사관광,역사유적지,23048
243,서울특별시,노원구,불암산스포츠타운,문화관광,도시공원,22903
244,서울특별시,용산구,롯데시네마용산,문화관광,공연시설,22797
245,서울특별시,서초구,양곡도매시장,쇼핑,시장,22477
246,서울특별시,서초구,매헌윤봉길의사기념관,문화관광,전시시설,22369
247,서울특별시,서초구,양재근린공원,문화관광,도시공원,22237
248,서울특별시,중구,던던동대문점,쇼핑,쇼핑몰,22216
249,서울특별시,금천구,마리오아울렛2관,쇼핑,쇼핑몰,22130
250,서울특별시,중구,명보아트홀,문화관광,공연시설,22050
251,서울특별시,서초구,서래마을,기타관광,기타관광,21937
252,서울특별시,송파구,올림픽공원세계평화의문,문화관광,도시공원,21909
253,서울특별시,강동구,천호공원,문화관광,도시공원,21872
254,서울특별시,강동구,서울암사동유적,역사관광,역사유적지,21864
255,서울특별시,서대문구,현대백화점 유플렉스신촌점,쇼핑,백화점,21852
257,서울특별시,강남구,KT&G상상마당대치아트홀,문화관광,공연시설,21672
258,서울특별시,중구,중부시장,쇼핑,시장,21660
259,서울특별시,노원구,서울생활사박물관,문화관광,전시시설,21644
260,서울특별시,중랑구,CGV상봉,문화관광,공연시설,21598
261,서울특별시,강남구,도산근린공원,문화관광,도시공원,21583
262,서울특별시,도봉구,다락원체육공원,문화관광,도시공원,21500
263,서울특별시,용산구,남산공원,문화관광,도시공원,21326
264,서울특별시,중구,롯데면세점명동본점,쇼핑,면세점,21181
265,서울특별시,종로구,두산아트센터,문화관광,공연시설,21092
266,서울특별시,중구,손기정체육공원,문화관광,도시공원,20850
267,서울특별시,마포구,망원유수지체육공원,문화관광,도시공원,20845
268,서울특별시,양천구,목동야구장,문화관광,레저스포츠시설,20843
269,서울특별시,중구,눈스퀘어,쇼핑,쇼핑몰,20609
270,서울특별시,종로구,안녕인사동,쇼핑,쇼핑몰,20593
271,서울특별시,송파구,마천중앙시장,쇼핑,시장,20592
272,서울특별시,강남구,CGV청담씨네시티,문화관광,공연시설,20578
273,서울특별시,용산구,후암시장,쇼핑,시장,20516
274,서울특별시,송파구,소마미술관,문화관광,전시시설,20478
275,서울특별시,노원구,서울시립과학관,문화관광,전시시설,20430
276,서울특별시,마포구,절두산순교성지,역사관광,역사유적지,20403
277,서울특별시,성동구,메가박스성수,문화관광,공연시설,20236
278,서울특별시,송파구,메가박스송파파크하비오,문화관광,공연시설,20097
279,서울특별시,구로구,디큐브링크아트센터,문화관광,공연시설,20022
280,서울특별시,중구,서울시립미술관,문화관광,전시시설,19887
281,서울특별시,종로구,북촌한옥마을,역사관광,역사유적지,19861
283,서울특별시,종로구,창경궁,역사관광,역사유적지,19641
284,서울특별시,강서구,마곡실내배드민턴장,레저스포츠,기타레저스포츠,19416
285,서울특별시,영등포구,영등포전통시장,쇼핑,시장,19396
285,서울특별시,강동구,롯데시네마강동,문화관광,공연시설,19396
287,서울특별시,동작구,동작주차공원,문화관광,도시공원,19322
288,서울특별시,중랑구,동원시장,쇼핑,시장,19285
289,서울특별시,중구,신세계면세점명동점,쇼핑,면세점,19265
289,서울특별시,강동구,암사종합시장,쇼핑,시장,19265
291,서울특별시,송파구,문정동로데오거리,쇼핑,기타쇼핑시설,19229
292,서울특별시,중구,에이피엠플레이스,쇼핑,쇼핑몰,19142
293,서울특별시,광진구,CGV강변,문화관광,공연시설,19054
296,서울특별시,영등포구,영등포청과시장,쇼핑,시장,18322
297,서울특별시,광진구,영화사,역사관광,종교성지,18245
299,서울특별시,강남구,강남세곡체육공원,문화관광,도시공원,18243
300,서울특별시,강동구,CGV고덕강일,문화관광,공연시설,18185
301,서울특별시,노원구,공릉동도깨비시장,쇼핑,시장,18169
302,서울특별시,송파구,올림픽프라자,쇼핑,쇼핑몰,18159
303,서울특별시,강서구,화곡본동시장,쇼핑,시장,18158
304,서울특별시,용산구,용산용문시장,쇼핑,시장,18131
305,서울특별시,서초구,반포쇼핑타운,쇼핑,쇼핑몰,17980
306,서울특별시,강남구,롯데시네마도곡,문화관광,공연시설,17880
307,서울특별시,서초구,예술의전당음악당,문화관광,공연시설,17815
308,서울특별시,종로구,CGV피카디리1958,문화관광,공연시설,17750
309,서울특별시,성동구,소월아트홀,문화관광,공연시설,17650
310,서울특별시,영등포구,CGV여의도,문화관광,공연시설,17599
311,서울특별시,노원구,동천실내스케이트장,레저스포츠,육상레저스포츠,17570
312,서울특별시,광진구,우리유황온천,체험관광,웰니스관광,17567
314,서울특별시,영등포구,씨랄라워터파크,문화관광,테마공원,17462
315,서울특별시,송파구,서울스카이,문화관광,랜드마크관광,17400
316,서울특별시,양천구,양천해누리체육공원,문화관광,도시공원,17399
317,서울특별시,강서구,강서한강공원,문화관광,도시공원,17360
318,서울특별시,중구,밀리오레명동점,쇼핑,쇼핑몰,17302
319,서울특별시,용산구,국립중앙박물관어린이박물관,문화관광,전시시설,17210
320,서울특별시,광진구,CGV건대입구,문화관광,공연시설,17193
322,서울특별시,노원구,서울온천,체험관광,웰니스관광,17182
323,서울특별시,영등포구,당산공원,문화관광,도시공원,17181
324,서울특별시,광진구,커먼그라운드,쇼핑,쇼핑몰,17088
326,서울특별시,중구,조선일보미술관,문화관광,전시시설,17036
327,서울특별시,강남구,호림아트센터,문화관광,전시시설,17028
328,서울특별시,종로구,대학로,문화관광,테마공원,16997
329,서울특별시,강남구,CGV압구정본관,문화관광,공연시설,16875
330,서울특별시,구로구,구로시장,쇼핑,시장,16750
331,서울특별시,구로구,구로아트밸리예술극장,문화관광,공연시설,16724
332,서울특별시,광진구,중곡제일시장,쇼핑,시장,16715
334,서울특별시,송파구,래미안갤러리,문화관광,전시시설,16649
335,서울특별시,동대문구,서울풍물시장,쇼핑,시장,16641
336,서울특별시,중구,청평화시장,쇼핑,시장,16488
337,서울특별시,중구,롯데영플라자명동점 공사중(2026년오픈예정),쇼핑,백화점,16411
338,서울특별시,양천구,메가박스목동,문화관광,공연시설,16256
339,서울특별시,강서구,메가박스화곡,문화관광,공연시설,16242
340,서울특별시,구로구,월드킹구로점,문화관광,테마공원,16158
341,서울특별시,강서구,메가박스마곡,문화관광,공연시설,16116
342,서울특별시,종로구,국립어린이과학관,문화관광,전시시설,16048
343,서울특별시,강남구,마루공원,문화관광,도시공원,15901
344,서울특별시,구로구,구로리어린이공원,문화관광,도시공원,15828
345,서울특별시,관악구,관악프라자,쇼핑,쇼핑몰,15737
346,서울특별시,영등포구,영등포공원,문화관광,도시공원,15725
347,서울특별시,중구,서울중앙시장,쇼핑,시장,15600
348,서울특별시,금천구,별빛남문시장,쇼핑,시장,15492
349,서울특별시,노원구,불암산나비정원,기타관광,기타관광,15486
350,서울특별시,서초구,잠원한강공원수영장,문화관광,테마공원,15432
351,서울특별시,종로구,동화면세점본점,쇼핑,면세점,15402
352,서울특별시,성동구,누디트서울숲,문화관광,기타문화관광지,15306
353,서울특별시,중구,덕수궁,역사관광,역사유적지,15251
354,서울특별시,노원구,CGV중계,문화관광,공연시설,15227
355,서울특별시,강동구,CGV천호,문화관광,공연시설,15224
356,서울특별시,강동구,로라바운스천호점,문화관광,테마공원,15178
357,서울특별시,중구,신평화패션타운,쇼핑,시장,15108
358,서울특별시,강서구,서울김포비즈니스항공센터,기타관광,교통시설,15050
359,서울특별시,서대문구,홍제천폭포마당,자연관광,자연경관(산),15008
360,서울특별시,강남구,금강쇼핑센터,쇼핑,쇼핑몰,14942
361,서울특별시,마포구,홍대클럽거리,문화관광,테마공원,14769
362,서울특별시,강남구,능인선원포이동법당,역사관광,종교성지,14753
363,서울특별시,송파구,엄마손쇼핑센터,쇼핑,쇼핑몰,14746
364,서울특별시,중구,Hello APM,쇼핑,쇼핑몰,14609
365,서울특별시,관악구,현대시장,쇼핑,시장,14606
366,서울특별시,노원구,상계중앙시장,쇼핑,시장,14597
367,서울특별시,서대문구,봉원사,역사관광,종교성지,14479
368,서울특별시,강북구,CGV수유,문화관광,공연시설,14456
369,서울특별시,금천구,롯데팩토리아울렛가산점,쇼핑,쇼핑몰,14347
370,서울특별시,강서구,방신재래시장,쇼핑,시장,14308
371,서울특별시,영등포구,롯데시네마영등포,문화관광,공연시설,14306
372,서울특별시,영등포구,대림어린이공원,문화관광,도시공원,14225
373,서울특별시,강남구,서울시립강남주민편익시설,문화관광,기타문화관광지,14143
374,서울특별시,마포구,와이즈파크,쇼핑,쇼핑몰,14068
375,서울특별시,영등포구,여의도공원,문화관광,도시공원,13958
376,서울특별시,구로구,리치몰,쇼핑,쇼핑몰,13929
377,서울특별시,마포구,서울특별시교육청마포평생학습관,체험관광,체험관광기타,13801
378,서울특별시,종로구,국립민속박물관,문화관광,전시시설,13776
379,서울특별시,강남구,GS아트센터,문화관광,공연시설,13769
380,서울특별시,송파구,석촌호수서호,자연관광,자연경관(하천/해양),13667
381,서울특별시,동대문구,롯데시네마청량리,문화관광,공연시설,13658
382,서울특별시,도봉구,둘리뮤지엄,문화관광,전시시설,13609
383,서울특별시,광진구,예스24라이브홀,문화관광,공연시설,13420
385,서울특별시,영등포구,영산아트홀,문화관광,공연시설,13354
386,서울특별시,강남구,신한아트홀,문화관광,공연시설,13289
387,서울특별시,노원구,와우쇼핑몰,쇼핑,쇼핑몰,13282
388,서울특별시,금천구,CT LEX,쇼핑,쇼핑몰,13260
389,서울특별시,광진구,노룬산골목시장,쇼핑,시장,13251
391,서울특별시,강남구,파르나스몰,쇼핑,쇼핑몰,13212
392,서울특별시,용산구,효창공원,문화관광,도시공원,13067
393,서울특별시,영등포구,주렁주렁영등포타임스퀘어점,문화관광,테마공원,12995
394,서울특별시,양천구,파리공원,문화관광,도시공원,12924
395,서울특별시,강동구,더리버몰,쇼핑,쇼핑몰,12914
396,서울특별시,성북구,CGV성신여대입구,문화관광,공연시설,12899
397,서울특별시,관악구,봉일시장,쇼핑,시장,12892
398,서울특별시,금천구,호압사,역사관광,종교성지,12882
399,서울특별시,영등포구,이랜드크루즈여의도선착장,기타관광,교통시설,12811
400,서울특별시,동작구,메가박스이수,문화관광,공연시설,12784
401,서울특별시,강북구,솔밭공원,문화관광,도시공원,12702
402,서울특별시,양천구,키즈런스포츠파크목동점,문화관광,테마공원,12641
403,서울특별시,마포구,문화비축기지,문화관광,기타문화관광지,12639
404,서울특별시,도봉구,CGV방학,문화관광,공연시설,12624
405,서울특별시,은평구,CGV불광,문화관광,공연시설,12585
407,서울특별시,종로구,총회창립100주년기념관,문화관광,전시시설,12573
408,서울특별시,영등포구,대림중앙시장,쇼핑,시장,12515
408,서울특별시,서대문구,포방터시장,쇼핑,시장,12515
410,서울특별시,강북구,롯데시네마수유,문화관광,공연시설,12459
411,서울특별시,송파구,서울방이동고분군,역사관광,역사유적지,12191
412,서울특별시,마포구,CGV연남,문화관광,공연시설,12139
413,서울특별시,종로구,석파정서울미술관,문화관광,전시시설,12090
414,서울특별시,성북구,개운사,역사관광,종교성지,12082
415,서울특별시,강남구,백암아트홀,문화관광,공연시설,12077
416,서울특별시,관악구,르네상스쇼핑몰,쇼핑,쇼핑몰,12068
417,서울특별시,서초구,관문사,역사관광,종교성지,12050
418,서울특별시,송파구,송파나루공원서호,문화관광,도시공원,11957
419,서울특별시,종로구,상명아트센터,문화관광,공연시설,11896
420,서울특별시,광진구,자양전통시장,쇼핑,시장,11880
422,서울특별시,성동구,성수아트홀,문화관광,공연시설,11844
423,서울특별시,송파구,롯데월드아이스링크,레저스포츠,육상레저스포츠,11827
424,서울특별시,강서구,허준박물관,문화관광,전시시설,11826
425,서울특별시,중랑구,롯데시네마중랑,문화관광,공연시설,11789
426,서울특별시,서대문구,CGV신촌아트레온,문화관광,공연시설,11786
427,서울특별시,강서구,남부시장,쇼핑,시장,11739
428,서울특별시,동대문구,서울경동약령시장,쇼핑,시장,11627
429,서울특별시,송파구,천마풋살파크,문화관광,레저스포츠시설,11595
429,서울특별시,중구,황학동주방거리,쇼핑,기타쇼핑시설,11595
431,서울특별시,은평구,삼천사,역사관광,종교성지,11592
432,서울특별시,노원구,육사야구장,문화관광,레저스포츠시설,11565
433,서울특별시,송파구,송파나루공원동호,문화관광,도시공원,11501
434,서울특별시,송파구,성내유수지축구장,문화관광,레저스포츠시설,11460
435,서울특별시,마포구,월드컵공원,문화관광,도시공원,11419
436,서울특별시,강동구,호원아트홀,문화관광,공연시설,11408
437,서울특별시,동작구,롯데시네마신대방,문화관광,공연시설,11355
438,서울특별시,중랑구,메가박스상봉,문화관광,공연시설,11324
439,서울특별시,강동구,길동복조리시장,쇼핑,시장,11282
440,서울특별시,구로구,지밸리몰,쇼핑,쇼핑몰,11249
442,서울특별시,동대문구,장안근린공원,문화관광,도시공원,11135
443,서울특별시,강남구,바운스트램폴린파크삼성센터,문화관광,테마공원,11100
444,서울특별시,종로구,통인시장,쇼핑,시장,11061
445,서울특별시,성동구,응봉산팔각정,역사관광,역사유적지,11029
446,서울특별시,서대문구,은가어린이공원,문화관광,도시공원,10973
447,서울특별시,영등포구,영등포아트홀,문화관광,공연시설,10971
